#idx, time, rx_pkts, tpr, n_core
0000000662, 182156, 0013855200, 098, 004
0000000663, 182157, 0013821100, 098, 004
0000000664, 182158, 0013567300, 097, 004
0000000665, 182159, 0013530100, 097, 004
0000000666, 182200, 0013282600, 097, 004
0000000667, 182201, 0013242600, 100, 004
0000000668, 182202, 0013074200, 097, 004
0000000669, 182203, 0012610700, 097, 004
0000000670, 182204, 0012406600, 097, 004
0000000671, 182205, 0012343200, 097, 004
0000000672, 182206, 0012095700, 097, 004
0000000673, 182207, 0011848100, 097, 004
0000000674, 182208, 0011498800, 097, 004
0000000675, 182209, 0011260900, 100, 004
0000000676, 182210, 0010930200, 097, 004
0000000677, 182211, 0010673900, 097, 004
0000000678, 182212, 0010335200, 097, 004
0000000679, 182213, 0010080100, 096, 002
0000000680, 182214, 0009752920, 100, 002
0000000681, 182215, 0009471840, 099, 002
0000000682, 182216, 0009150520, 099, 002
0000000683, 182217, 0008877800, 099, 002
0000000684, 182218, 0008575030, 099, 002
0000000685, 182220, 0008286480, 099, 002
0000000686, 182221, 0008053510, 099, 002
0000000687, 182222, 0007597410, 099, 002
0000000688, 182223, 0007454820, 099, 002
0000000689, 182224, 0007089810, 099, 002
0000000690, 182225, 0006786110, 099, 002
0000000691, 182226, 0006503190, 100, 002
0000000692, 182227, 0006275470, 098, 002
0000000693, 182228, 0006087020, 098, 002
0000000694, 182229, 0005904100, 099, 002
0000000695, 182230, 0005609340, 098, 002
0000000696, 182231, 0005341030, 098, 002
0000000697, 182232, 0005012630, 098, 001
0000000698, 182233, 0004725220, 098, 001
0000000699, 182234, 0004626370, 099, 001
0000000700, 182235, 0004428520, 100, 001
0000000701, 182236, 0004294300, 099, 001
0000000702, 182237, 0004180930, 099, 001
0000000703, 182238, 0003951490, 099, 001
0000000704, 182239, 0003879640, 100, 001
0000000705, 182240, 0003699870, 099, 001
0000000706, 182241, 0003583660, 100, 001
0000000707, 182242, 0003368030, 099, 001
0000000708, 182243, 0003281410, 100, 001
0000000709, 182244, 0003104360, 099, 001
0000000710, 182245, 0002986090, 100, 001
0000000711, 182246, 0002951990, 099, 001
0000000712, 182247, 0002986280, 100, 001
0000000713, 182248, 0002982910, 099, 001
0000000714, 182249, 0002950040, 099, 001
0000000715, 182250, 0002984320, 100, 001
0000000716, 182251, 0002983810, 099, 001
0000000717, 182252, 0002983000, 100, 001
0000000718, 182253, 0002952770, 100, 001
0000000719, 182254, 0002989130, 100, 001
0000000720, 182255, 0003155600, 100, 001
0000000721, 182256, 0003247810, 099, 001
0000000722, 182257, 0003284990, 100, 001
0000000723, 182258, 0003256510, 100, 001
0000000724, 182259, 0003457660, 100, 001
0000000725, 182300, 0003583860, 099, 001
0000000726, 182301, 0003709920, 100, 001
0000000727, 182302, 0003875440, 100, 001
0000000728, 182303, 0004214660, 100, 001
0000000729, 182304, 0004474260, 099, 001
0000000730, 182305, 0004642880, 100, 001
0000000731, 182306, 0004722830, 100, 001
0000000732, 182307, 0005105280, 099, 001
0000000733, 182308, 0005372100, 099, 001
0000000734, 182309, 0005480370, 099, 001
0000000735, 182310, 0005667670, 100, 001
0000000736, 182311, 0005998520, 100, 001
0000000737, 182312, 0006257780, 095, 001
0000000738, 182313, 0006524620, 086, 001
0000000739, 182314, 0006867180, 089, 004
0000000740, 182315, 0007187730, 100, 004
0000000741, 182316, 0007440760, 092, 002
0000000742, 182317, 0007694150, 099, 002
0000000743, 182318, 0008051830, 099, 002
0000000744, 182319, 0008380970, 099, 002
0000000745, 182320, 0008552970, 099, 002
0000000746, 182321, 0008975270, 099, 002
0000000747, 182322, 0009247050, 099, 002
0000000748, 182323, 0009460960, 099, 002
0000000749, 182324, 0009848250, 098, 002
0000000750, 182325, 0010154300, 099, 002
0000000751, 182326, 0010305900, 099, 002
0000000752, 182327, 0010733100, 099, 002
0000000753, 182328, 0011044900, 093, 002
0000000754, 182329, 0011211700, 097, 002
0000000755, 182330, 0011609600, 096, 002
0000000756, 182331, 0011638100, 094, 002
0000000757, 182332, 0011938800, 086, 004
0000000758, 182333, 0012128100, 090, 004
0000000759, 182334, 0012542700, 097, 004
0000000760, 182335, 0012543400, 097, 004
0000000761, 182336, 0012815800, 097, 004
0000000762, 182337, 0012995700, 097, 004
0000000763, 182338, 0013433600, 097, 004
0000000764, 182339, 0013433000, 100, 004
0000000765, 182340, 0013719500, 097, 004
0000000766, 182341, 0013714900, 097, 004
0000000767, 182342, 0014013100, 100, 004
0000000768, 182343, 0014018600, 098, 004
0000000769, 182344, 0014261300, 098, 004
0000000770, 182345, 0014481800, 098, 004
0000000771, 182346, 0014464500, 098, 004
0000000772, 182347, 0014461600, 098, 004
0000000773, 182348, 0014621800, 098, 004
0000000774, 182349, 0014463000, 098, 004
0000000775, 182350, 0014624700, 098, 004
0000000776, 182351, 0014460500, 098, 004
0000000777, 182352, 0014627100, 098, 004
0000000778, 182353, 0014463600, 100, 004
0000000779, 182354, 0014625400, 098, 004
0000000780, 182355, 0014462100, 098, 004
0000000781, 182356, 0014625600, 098, 004
0000000782, 182357, 0014464800, 098, 004
0000000783, 182358, 0014626100, 098, 004
0000000784, 182359, 0014315700, 098, 004
0000000785, 182400, 0014327800, 098, 004
0000000786, 182401, 0014015900, 098, 004
0000000787, 182402, 0014017500, 100, 004
0000000788, 182403, 0013714600, 097, 004
0000000789, 182404, 0013567200, 097, 004
0000000790, 182405, 0013576000, 097, 004
0000000791, 182406, 0013285700, 097, 004
0000000792, 182407, 0013135100, 097, 004
0000000793, 182408, 0012674000, 100, 004
0000000794, 182409, 0012681900, 097, 004
0000000795, 182410, 0012401300, 100, 004
0000000796, 182411, 0012247100, 097, 004
0000000797, 182412, 0011802000, 097, 004
0000000798, 182413, 0011786500, 100, 004
0000000799, 182415, 0011501700, 097, 004
0000000800, 182416, 0011350400, 097, 004
0000000801, 182417, 0010927100, 097, 004
0000000802, 182418, 0010646600, 097, 004
0000000803, 182419, 0010445700, 097, 004
0000000804, 182420, 0010059800, 096, 002
0000000805, 182421, 0009863240, 096, 002
0000000806, 182422, 0009558520, 099, 002
0000000807, 182423, 0009143450, 099, 002
0000000808, 182424, 0008968780, 099, 002
0000000809, 182425, 0008649300, 099, 002
0000000810, 182426, 0008278190, 100, 002
0000000811, 182427, 0008053060, 099, 002
0000000812, 182428, 0007708700, 100, 002
0000000813, 182429, 0007472260, 099, 002
0000000814, 182430, 0007121730, 099, 002
0000000815, 182431, 0006880240, 099, 002
0000000816, 182432, 0006523090, 099, 002
0000000817, 182433, 0006287810, 099, 002
0000000818, 182434, 0005974340, 098, 002
0000000819, 182435, 0005676280, 098, 002
0000000820, 182436, 0005478550, 098, 002
0000000821, 182437, 0005378770, 100, 002
0000000822, 182438, 0005107430, 099, 002
0000000823, 182439, 0004724440, 099, 001
0000000824, 182440, 0004644630, 097, 001
0000000825, 182441, 0004474640, 100, 001
0000000826, 182442, 0004166060, 099, 001
0000000827, 182443, 0003876670, 100, 001
0000000828, 182444, 0003745090, 099, 001
0000000829, 182445, 0003579260, 100, 001
0000000830, 182446, 0003410880, 099, 001
0000000831, 182447, 0003284780, 099, 001
0000000832, 182448, 0003285760, 099, 001
0000000833, 182449, 0003118660, 099, 001
0000000834, 182450, 0002986110, 100, 001
0000000835, 182451, 0002984060, 100, 001
0000000836, 182452, 0002982340, 099, 001
0000000837, 182453, 0002953080, 100, 001
0000000838, 182454, 0002983600, 100, 001
0000000839, 182455, 0002982000, 099, 001
0000000840, 182456, 0002982970, 100, 001
0000000841, 182457, 0002949410, 099, 001
0000000842, 182458, 0002974640, 099, 001
0000000843, 182459, 0002985940, 100, 001
0000000844, 182500, 0002961410, 100, 001
0000000845, 182501, 0003107580, 100, 001
0000000846, 182502, 0003282240, 099, 001
0000000847, 182503, 0003410300, 100, 001
0000000848, 182504, 0003544270, 100, 001
0000000849, 182505, 0003705590, 100, 001
0000000850, 182506, 0003880860, 099, 001
0000000851, 182507, 0003959500, 100, 001
0000000852, 182508, 0004180370, 100, 001
0000000853, 182509, 0004297160, 100, 001
0000000854, 182510, 0004472820, 099, 001
0000000855, 182511, 0004543870, 100, 001
0000000856, 182512, 0004772420, 099, 001
0000000857, 182513, 0005017450, 100, 001
0000000858, 182514, 0005372910, 099, 001
0000000859, 182515, 0005545360, 099, 001
0000000860, 182516, 0005963580, 097, 001
0000000861, 182517, 0006196930, 094, 001
0000000862, 182518, 0006556060, 100, 001
0000000863, 182519, 0006596860, 099, 001
0000000864, 182520, 0006860920, 099, 001
0000000865, 182521, 0007089030, 096, 001
0000000866, 182522, 0007448500, 083, 002
0000000867, 182523, 0007684090, 094, 004
0000000868, 182524, 0007960760, 093, 002
0000000869, 182525, 0008303890, 099, 002
0000000870, 182526, 0008554490, 099, 002
0000000871, 182527, 0008877900, 099, 002
0000000872, 182528, 0009247840, 099, 002
0000000873, 182529, 0009366740, 099, 002
0000000874, 182530, 0009840610, 099, 002
0000000875, 182531, 0010059000, 099, 002
0000000876, 182532, 0010331000, 097, 002
0000000877, 182533, 0010676500, 098, 002
0000000878, 182534, 0010886900, 099, 002
0000000879, 182535, 0011228900, 098, 002
0000000880, 182536, 0011610200, 096, 002
0000000881, 182537, 0011701800, 094, 002
0000000882, 182539, 0012204200, 088, 004
0000000883, 182540, 0012325600, 092, 004
0000000884, 182541, 0012406700, 097, 004
0000000885, 182542, 0012757500, 097, 004
0000000886, 182543, 0012984000, 097, 004
0000000887, 182544, 0013244900, 097, 004
0000000888, 182545, 0013375800, 097, 004
0000000889, 182546, 0013387900, 100, 004
0000000890, 182547, 0013719900, 097, 004
0000000891, 182548, 0013614400, 097, 004
0000000892, 182549, 0014017200, 098, 004
0000000893, 182550, 0013971400, 098, 004
0000000894, 182551, 0014327800, 098, 004
0000000895, 182552, 0014273000, 098, 004
0000000896, 182553, 0014626200, 098, 004
0000000897, 182554, 0014462200, 098, 004
0000000898, 182555, 0014462600, 098, 004
0000000899, 182556, 0014624800, 098, 004
0000000900, 182557, 0014461200, 098, 004
0000000901, 182558, 0014624700, 098, 004
0000000902, 182559, 0014461900, 098, 004
0000000903, 182600, 0014624400, 098, 004
0000000904, 182601, 0014463800, 098, 004
0000000905, 182602, 0014465100, 098, 004
0000000906, 182603, 0014522100, 098, 004
0000000907, 182604, 0014169100, 098, 004
0000000908, 182605, 0014324800, 098, 004
0000000909, 182606, 0014167800, 098, 004
0000000910, 182607, 0014222300, 098, 004
0000000911, 182608, 0013864200, 098, 004
0000000912, 182609, 0013915900, 098, 004
0000000913, 182610, 0013567700, 097, 004
0000000914, 182611, 0013626600, 097, 004
0000000915, 182612, 0013283500, 097, 004
0000000916, 182613, 0013231200, 097, 004
0000000917, 182614, 0012675700, 097, 004
0000000918, 182615, 0012666200, 097, 004
0000000919, 182616, 0012544100, 097, 004
0000000920, 182617, 0012209300, 097, 004
0000000921, 182618, 0011935200, 097, 004
0000000922, 182619, 0011612200, 097, 004
0000000923, 182621, 0011222500, 097, 004
0000000924, 182622, 0011161100, 097, 004
0000000925, 182623, 0010637100, 097, 004
0000000926, 182624, 0010338600, 097, 004
0000000927, 182625, 0010268500, 097, 004
0000000928, 182626, 0009751450, 096, 004
0000000929, 182627, 0009680700, 089, 002
0000000930, 182628, 0009144750, 097, 004
0000000931, 182629, 0009086320, 100, 002
0000000932, 182630, 0008555800, 099, 002
0000000933, 182631, 0008472060, 099, 002
0000000934, 182632, 0008051970, 099, 002
0000000935, 182633, 0007783500, 099, 002
0000000936, 182634, 0007471280, 099, 002
0000000937, 182635, 0007214580, 099, 002
0000000938, 182636, 0006879590, 099, 002
0000000939, 182637, 0006683200, 100, 002
0000000940, 182638, 0006203000, 098, 002
0000000941, 182639, 0006096970, 098, 002
0000000942, 182640, 0005675980, 098, 002
0000000943, 182641, 0005438460, 098, 002
0000000944, 182642, 0005074770, 099, 002
0000000945, 182643, 0004987320, 100, 001
0000000946, 182644, 0004725890, 098, 001
0000000947, 182645, 0004694660, 100, 001
0000000948, 182646, 0004433020, 100, 001
0000000949, 182647, 0004305540, 099, 001
0000000950, 182648, 0003876810, 100, 001
0000000951, 182649, 0003790640, 099, 001
0000000952, 182650, 0003543270, 099, 001
0000000953, 182651, 0003501570, 099, 001
0000000954, 182652, 0003283970, 100, 001
0000000955, 182653, 0003280380, 099, 001
0000000956, 182654, 0003248160, 100, 001
0000000957, 182655, 0003198780, 099, 001
0000000958, 182656, 0002986050, 099, 001
0000000959, 182657, 0002985320, 100, 001
0000000960, 182658, 0002951250, 100, 001
0000000961, 182659, 0002984960, 099, 001
0000000962, 182700, 0002986000, 099, 001
0000000963, 182701, 0002974210, 100, 001
0000000964, 182702, 0002952190, 100, 001
0000000965, 182703, 0002985810, 100, 001
0000000966, 182704, 0002983260, 100, 001
0000000967, 182705, 0002985200, 100, 001
0000000968, 182706, 0002952570, 100, 001
0000000969, 182707, 0003059860, 100, 001
0000000970, 182708, 0003284420, 100, 001
0000000971, 182709, 0003322960, 100, 001
0000000972, 182710, 0003583620, 100, 001
0000000973, 182711, 0003654980, 100, 001
0000000974, 182712, 0003876660, 100, 001
0000000975, 182713, 0003906250, 099, 001
0000000976, 182714, 0004174980, 100, 001
0000000977, 182715, 0004248390, 100, 001
0000000978, 182716, 0004473340, 099, 001
0000000979, 182717, 0004626340, 100, 001
0000000980, 182718, 0005018910, 100, 001
0000000981, 182719, 0005148320, 100, 001
0000000982, 182720, 0005371520, 100, 001
0000000983, 182721, 0005453850, 100, 001
0000000984, 182722, 0005954770, 097, 001
0000000985, 182723, 0006111390, 097, 001
0000000986, 182724, 0006558200, 097, 001
0000000987, 182725, 0006694760, 095, 001
0000000988, 182726, 0007135630, 090, 001
0000000989, 182727, 0007211000, 082, 002
0000000990, 182728, 0007748160, 089, 004
0000000991, 182729, 0007889780, 092, 004
0000000992, 182730, 0008286710, 095, 002
0000000993, 182731, 0008493540, 099, 002
0000000994, 182732, 0008950590, 100, 002
0000000995, 182733, 0008981050, 099, 002
0000000996, 182734, 0009548170, 099, 002
0000000997, 182735, 0009678340, 099, 002
0000000998, 182736, 0010013000, 099, 002
0000000999, 182737, 0010291400, 095, 002
0000001000, 182738, 0010715300, 099, 002
0000001001, 182739, 0010660700, 099, 002
0000001002, 182740, 0011013800, 091, 002
0000001003, 182741, 0011139900, 099, 002
0000001004, 182742, 0011475200, 096, 002
0000001005, 182743, 0011734300, 096, 002
0000001006, 182745, 0012206200, 091, 002
0000001007, 182746, 0012134500, 082, 004
0000001008, 182747, 0012539900, 090, 004
0000001009, 182748, 0012526700, 097, 004
0000001010, 182749, 0013134500, 097, 004
0000001011, 182750, 0013047700, 097, 004
0000001012, 182751, 0013432900, 097, 004
0000001013, 182752, 0013339700, 100, 004
0000001014, 182753, 0013715400, 097, 004
0000001015, 182754, 0013622200, 097, 004
0000001016, 182755, 0014012600, 098, 004
0000001017, 182756, 0013922200, 098, 004
0000001018, 182757, 0014330500, 098, 004
0000001019, 182758, 0014224000, 098, 004
0000001020, 182759, 0014623600, 100, 004
0000001021, 182800, 0014463400, 098, 004
0000001022, 182801, 0014620300, 098, 004
0000001023, 182802, 0014460900, 098, 004
0000001024, 182803, 0014462800, 098, 004
0000001025, 182804, 0011880200, 098, 004
0000001026, 182805, 0000000000, 100, 002
0000001027, 182806, 0000000000, 100, 001
0000001028, 182807, 0000000000, 100, 001
0000001029, 182808, 0000000000, 100, 001
0000001030, 182809, 0000000000, 100, 001
0000001031, 182810, 0000000000, 100, 001
0000001032, 182811, 0000000000, 100, 001
0000001033, 182812, 0000000000, 100, 001
0000001034, 182813, 0000000000, 100, 001
0000001035, 182814, 0000000000, 100, 001
0000001036, 182815, 0000000000, 100, 001
0000001037, 182816, 0000000000, 100, 001
0000001038, 182817, 0000000000, 100, 001
0000001039, 182818, 0000000000, 100, 001
0000001040, 182819, 0000000000, 100, 001
0000001041, 182820, 0000000000, 100, 001
0000001042, 182821, 0000000000, 100, 001
0000001043, 182822, 0000000000, 100, 001
0000001044, 182823, 0000000000, 100, 001
0000001045, 182824, 0000000000, 100, 001
0000001046, 182825, 0000000000, 100, 001
0000001047, 182826, 0000000000, 100, 001
0000001048, 182827, 0000000000, 100, 001
0000001049, 182828, 0000000000, 100, 001
0000001050, 182829, 0000000000, 100, 001
0000001051, 182830, 0000000000, 100, 001
0000001052, 182831, 0000000000, 100, 001
0000001053, 182832, 0000000000, 100, 001
0000001054, 182833, 0000000000, 100, 001
0000001055, 182834, 0000000000, 100, 001
0000001056, 182835, 0000000000, 100, 001
0000001057, 182836, 0000000000, 100, 001
0000001058, 182837, 0000000000, 100, 001
0000001059, 182838, 0000000000, 100, 001
0000001060, 182839, 0000000000, 100, 001
0000001061, 182840, 0000000000, 100, 001
0000001062, 182841, 0000000000, 100, 001
0000001063, 182842, 0000000000, 100, 001
0000001064, 182843, 0000000000, 100, 001
0000001065, 182844, 0000000000, 100, 001
0000001066, 182845, 0000000000, 100, 001
0000001067, 182846, 0000000000, 100, 001
0000001068, 182847, 0000000000, 100, 001
0000001069, 182848, 0000000000, 100, 001
0000001070, 182849, 0000000000, 100, 001
0000001071, 182850, 0000000000, 100, 001
0000001072, 182851, 0000000000, 100, 001
0000001073, 182852, 0000000000, 100, 001
0000001074, 182853, 0000000000, 100, 001
0000001075, 182854, 0000000000, 100, 001
0000001076, 182855, 0000000000, 100, 001
0000001077, 182856, 0000000000, 100, 001
0000001078, 182857, 0000000000, 100, 001
0000001079, 182858, 0000000000, 100, 001
0000001080, 182859, 0000000000, 100, 001
0000001081, 182900, 0000000000, 100, 001
0000001082, 182901, 0000000000, 100, 001
0000001083, 182902, 0000000000, 100, 001
0000001084, 182903, 0000000000, 100, 001
0000001085, 182904, 0000000000, 100, 001
0000001086, 182905, 0000000000, 100, 001
0000001087, 182906, 0000000000, 100, 001
0000001088, 182907, 0000000000, 100, 001
0000001089, 182908, 0000000000, 100, 001
0000001090, 182909, 0000000000, 100, 001
0000001091, 182910, 0000000000, 100, 001
0000001092, 182911, 0000000000, 100, 001
0000001093, 182912, 0000000000, 100, 001
0000001094, 182913, 0000000000, 100, 001
0000001095, 182914, 0000000000, 100, 001
0000001096, 182915, 0000000000, 100, 001
0000001097, 182916, 0000000000, 100, 001
0000001098, 182917, 0000000000, 100, 001
0000001099, 182918, 0000000000, 100, 001
0000001100, 182919, 0000000000, 100, 001
0000001101, 182920, 0000000000, 100, 001
0000001102, 182922, 0000000000, 100, 001
0000001103, 182923, 0000000000, 100, 001
0000001104, 182924, 0000000000, 100, 001
0000001105, 182925, 0000000000, 100, 001
0000001106, 182926, 0000000000, 100, 001
0000001107, 182927, 0000000000, 100, 001
0000001108, 182928, 0000000000, 100, 001
0000001109, 182929, 0000000000, 100, 001
0000001110, 182930, 0000000000, 100, 001
0000001111, 182931, 0000000000, 100, 001
0000001112, 182932, 0000000000, 100, 001
0000001113, 182933, 0000000000, 100, 001
0000001114, 182934, 0000000000, 100, 001
0000001115, 182935, 0000000000, 100, 001
0000001116, 182936, 0000000000, 100, 001
0000001117, 182937, 0000000000, 100, 001
0000001118, 182938, 0000000000, 100, 001
0000001119, 182939, 0000000000, 100, 001
0000001120, 182940, 0000000000, 100, 001
0000001121, 182941, 0000000000, 100, 001
0000001122, 182942, 0000000000, 100, 001
0000001123, 182943, 0000000000, 100, 001
0000001124, 182944, 0000000000, 100, 001
0000001125, 182945, 0000000000, 100, 001
0000001126, 182946, 0000000000, 100, 001
0000001127, 182947, 0000000000, 100, 001
0000001128, 182948, 0000000000, 100, 001
0000001129, 182949, 0000000000, 100, 001
0000001130, 182950, 0000000000, 100, 001
0000001131, 182951, 0000000000, 100, 001
0000001132, 182952, 0000000000, 100, 001
0000001133, 182953, 0000000000, 100, 001
0000001134, 182954, 0000000000, 100, 001
0000001135, 182955, 0000000000, 100, 001
0000001136, 182956, 0000000000, 100, 001
0000001137, 182957, 0000000000, 100, 001
0000001138, 182958, 0000000000, 100, 001
0000001139, 182959, 0000000000, 100, 001
0000001140, 183000, 0000000000, 100, 001
0000001141, 183001, 0000000000, 100, 001
0000001142, 183002, 0000000000, 100, 001
0000001143, 183003, 0000000000, 100, 001
0000001144, 183004, 0000000000, 100, 001
0000001145, 183005, 0000000000, 100, 001
0000001146, 183006, 0000000000, 100, 001
0000001147, 183007, 0000000000, 100, 001
0000001148, 183008, 0000000000, 100, 001
0000001149, 183009, 0000000000, 100, 001
0000001150, 183010, 0000000000, 100, 001
0000001151, 183011, 0000000000, 100, 001
0000001152, 183012, 0000000000, 100, 001
0000001153, 183013, 0000000000, 100, 001
0000001154, 183014, 0000000000, 100, 001
0000001155, 183015, 0000000000, 100, 001
0000001156, 183016, 0000000000, 100, 001
0000001157, 183017, 0000000000, 100, 001
0000001158, 183018, 0000000000, 100, 001
0000001159, 183019, 0000000000, 100, 001
0000001160, 183020, 0000000000, 100, 001
0000001161, 183021, 0000000000, 100, 001
0000001162, 183022, 0000000000, 100, 001
0000001163, 183023, 0000000000, 100, 001
0000001164, 183024, 0000000000, 100, 001
0000001165, 183025, 0000000000, 100, 001
0000001166, 183026, 0000000000, 100, 001
0000001167, 183027, 0000000000, 100, 001
0000001168, 183028, 0000000000, 100, 001
0000001169, 183029, 0000000000, 100, 001
0000001170, 183030, 0000000000, 100, 001
0000001171, 183031, 0000000000, 100, 001
0000001172, 183032, 0000000000, 100, 001
0000001173, 183033, 0000000000, 100, 001
0000001174, 183034, 0000000000, 100, 001
0000001175, 183035, 0000000000, 100, 001
0000001176, 183036, 0000000000, 100, 001
0000001177, 183037, 0000000000, 100, 001
0000001178, 183038, 0000000000, 100, 001
0000001179, 183039, 0000000000, 100, 001
0000001180, 183040, 0000000000, 100, 001
0000001181, 183041, 0000000000, 100, 001
0000001182, 183042, 0000000000, 100, 001
0000001183, 183043, 0000000000, 100, 001
0000001184, 183044, 0000000000, 100, 001
0000001185, 183045, 0000000000, 100, 001
0000001186, 183046, 0000000000, 100, 001
0000001187, 183047, 0000000000, 100, 001
0000001188, 183048, 0000000000, 100, 001
0000001189, 183049, 0000000000, 100, 001
0000001190, 183050, 0000000000, 100, 001
0000001191, 183051, 0000000000, 100, 001
0000001192, 183052, 0000000000, 100, 001
0000001193, 183053, 0000000000, 100, 001
0000001194, 183054, 0000000000, 100, 001
0000001195, 183055, 0000000000, 100, 001
0000001196, 183056, 0000000000, 100, 001
0000001197, 183058, 0000000000, 100, 001
0000001198, 183059, 0000000000, 100, 001
0000001199, 183100, 0000000000, 100, 001
0000001200, 183101, 0000000000, 100, 001
0000001201, 183102, 0000000000, 100, 001
0000001202, 183103, 0000000000, 100, 001
0000001203, 183104, 0000000000, 100, 001
0000001204, 183105, 0000000000, 100, 001
0000001205, 183106, 0000000000, 100, 001
0000001206, 183107, 0000000000, 100, 001
0000001207, 183108, 0000000000, 100, 001
0000001208, 183109, 0000000000, 100, 001
0000001209, 183110, 0000000000, 100, 001
0000001210, 183112, 0000000000, 100, 001
0000001211, 183113, 0000000000, 100, 001
0000001212, 183114, 0000000000, 100, 001
0000001213, 183115, 0000000000, 100, 001
0000001214, 183116, 0000000000, 100, 001
0000001215, 183117, 0000000000, 100, 001
0000001216, 183118, 0000000000, 100, 001
0000001217, 183119, 0000000000, 100, 001
0000001218, 183120, 0000000000, 100, 001
0000001219, 183121, 0000000000, 100, 001
0000001220, 183122, 0000000000, 100, 001
0000001221, 183123, 0000000000, 100, 001
0000001222, 183124, 0000000000, 100, 001
0000001223, 183125, 0000000000, 100, 001
0000001224, 183126, 0000000000, 100, 001
0000001225, 183127, 0000000000, 100, 001
0000001226, 183128, 0000000000, 100, 001
0000001227, 183129, 0000000000, 100, 001
0000001228, 183130, 0000000000, 100, 001
0000001229, 183131, 0000000000, 100, 001
0000001230, 183132, 0000000000, 100, 001
0000001231, 183133, 0000000000, 100, 001
0000001232, 183134, 0000000000, 100, 001
0000001233, 183135, 0000000000, 100, 001
0000001234, 183136, 0000000000, 100, 001
0000001235, 183137, 0000000000, 100, 001
0000001236, 183138, 0000000000, 100, 001
0000001237, 183139, 0000000000, 100, 001
0000001238, 183140, 0000000000, 100, 001
0000001239, 183141, 0000000000, 100, 001
0000001240, 183142, 0000000000, 100, 001
0000001241, 183143, 0000000000, 100, 001
0000001242, 183144, 0000000000, 100, 001
0000001243, 183145, 0000000000, 100, 001
0000001244, 183146, 0000000000, 100, 001
0000001245, 183147, 0000000000, 100, 001
0000001246, 183148, 0000000000, 100, 001
0000001247, 183150, 0000000000, 100, 001
0000001248, 183151, 0000000000, 100, 001
0000001249, 183152, 0000000000, 100, 001
0000001250, 183153, 0000000000, 100, 001
0000001251, 183154, 0000000000, 100, 001
0000001252, 183155, 0000000000, 100, 001
0000001253, 183156, 0000000000, 100, 001
0000001254, 183157, 0000000000, 100, 001
0000001255, 183158, 0000000000, 100, 001
0000001256, 183159, 0000000000, 100, 001
0000001257, 183200, 0000000000, 100, 001
0000001258, 183201, 0000000000, 100, 001
0000001259, 183202, 0000000000, 100, 001
0000001260, 183203, 0000000000, 100, 001
0000001261, 183204, 0000000000, 100, 001
0000001262, 183205, 0000000000, 100, 001
0000001263, 183206, 0000000000, 100, 001
0000001264, 183207, 0000000000, 100, 001
0000001265, 183208, 0000000000, 100, 001
0000001266, 183209, 0000000000, 100, 001
0000001267, 183210, 0000000000, 100, 001
0000001268, 183211, 0000000000, 100, 001
0000001269, 183212, 0000000000, 100, 001
0000001270, 183213, 0000000000, 100, 001
0000001271, 183214, 0000000000, 100, 001
0000001272, 183215, 0000000000, 100, 001
0000001273, 183216, 0000000000, 100, 001
0000001274, 183217, 0000000000, 100, 001
0000001275, 183218, 0000000000, 100, 001
0000001276, 183219, 0000000000, 100, 001
0000001277, 183220, 0000000000, 100, 001
0000001278, 183221, 0000000000, 100, 001
0000001279, 183222, 0000000000, 100, 001
0000001280, 183223, 0000000000, 100, 001
0000001281, 183224, 0000000000, 100, 001
0000001282, 183225, 0000000000, 100, 001
0000001283, 183226, 0000000000, 100, 001
0000001284, 183227, 0000000000, 100, 001
0000001285, 183228, 0000000000, 100, 001
0000001286, 183229, 0000000000, 100, 001
0000001287, 183230, 0000000000, 100, 001
0000001288, 183231, 0000000000, 100, 001
0000001289, 183232, 0000000000, 100, 001
0000001290, 183233, 0000000000, 100, 001
0000001291, 183234, 0000000000, 100, 001
0000001292, 183235, 0000000000, 100, 001
0000001293, 183236, 0000000000, 100, 001
0000001294, 183237, 0000000000, 100, 001
0000001295, 183238, 0000000000, 100, 001
0000001296, 183239, 0000000000, 100, 001
0000001297, 183240, 0000000000, 100, 001
0000001298, 183241, 0000000000, 100, 001
0000001299, 183242, 0000000000, 100, 001
0000001300, 183243, 0000000000, 100, 001
0000001301, 183244, 0000000000, 100, 001
0000001302, 183245, 0000000000, 100, 001
0000001303, 183246, 0000000000, 100, 001
0000001304, 183247, 0000000000, 100, 001
0000001305, 183248, 0000000000, 100, 001
0000001306, 183249, 0000000000, 100, 001
0000001307, 183250, 0000000000, 100, 001
0000001308, 183251, 0000000000, 100, 001
0000001309, 183252, 0000000000, 100, 001
0000001310, 183253, 0000000000, 100, 001
0000001311, 183254, 0000000000, 100, 001
0000001312, 183255, 0000000000, 100, 001
0000001313, 183256, 0000000000, 100, 001
0000001314, 183257, 0000000000, 100, 001
0000001315, 183258, 0000000000, 100, 001
0000001316, 183259, 0000000000, 100, 001
0000001317, 183300, 0000000000, 100, 001
0000001318, 183301, 0000000000, 100, 001
0000001319, 183302, 0000000000, 100, 001
0000001320, 183303, 0000000000, 100, 001
0000001321, 183304, 0000000000, 100, 001
0000001322, 183305, 0000000000, 100, 001
0000001323, 183306, 0000000000, 100, 001
0000001324, 183307, 0000000000, 100, 001
0000001325, 183308, 0000000000, 100, 001
0000001326, 183309, 0000000000, 100, 001
